county,drop,drop,drop,GDP,drop,drop,drop,drop,drop,
New London,"18,105,110","18,417,944","19,021,458",19691503,4,1.7,3.3,3.5,4,
Tolland,"5,170,845","5,290,336","5,366,859",5417077,7,2.3,1.4,0.9,7,
Windham,"4,820,173","4,714,855","4,915,208",5121576,8,-2.2,4.2,4.2,2,
,,,,,,,,,,
Delaware,"72,506,771","74,657,054","77,149,229",78014386,--,3.0,3.3,1.1,--,
Kent,"7,962,310","8,301,820","8,525,668",8417117,3,4.3,2.7,-1.3,3,
New Castle,"51,261,068","52,092,049","53,820,683",54376189,1,1.6,3.3,1.0,2,
Sussex,"13,290,477","14,268,699","14,808,652",15224189,2,7.4,3.8,2.8,1,
,,,,,,,,,,
District of Columbia,"137,640,835","143,141,361","144,554,575",146024260,--,4.0,1.0,1.0,--,
,,,,,,,,,,
Florida,"1,069,758,799","1,170,526,307","1,239,883,625",1292787615,--,9.4,5.9,4.3,--,
Alachua,"14,002,876","15,014,305","15,617,706",16176855,19,7.2,4.0,3.6,49,
Baker,"708,601","748,087","730,749",774660,51,5.6,-2.3,6.0,27,
Bay,"8,689,259","9,464,144","9,775,800",10140163,26,8.9,3.3,3.7,47,
Bradford,"656,501","642,233","667,032",688898,54,-2.2,3.9,3.3,53,
Brevard,"26,675,569","29,561,072","30,909,381",32780628,9,10.8,4.6,6.1,26,
Broward,"109,668,766","119,846,431","127,098,115",132361553,2,9.3,6.1,4.1,41,
Calhoun,"281,521","305,051","306,112",341706,63,8.4,0.3,11.6,9,
Charlotte,"6,029,633","6,289,225","6,531,925",6931496,29,4.3,3.9,6.1,25,
Citrus,"4,220,549","4,612,378","4,894,456",5072824,35,9.3,6.1,3.6,48,
Clay,"5,502,035","5,896,941","6,228,741",6677254,30,7.2,5.6,7.2,18,
Collier,"20,314,457","22,949,472","24,158,343",25133932,13,13.0,5.3,4.0,43,
Columbia,"2,351,424","2,358,696","2,445,992",2604298,40,0.3,3.7,6.5,21,
DeSoto,"932,826","967,077","1,007,073",1079903,49,3.7,4.1,7.2,17,
Dixie,"299,090","286,159","282,914",307380,65,-4.3,-1.1,8.6,13,
Duval,"67,800,544","72,757,900","77,311,801",79935863,6,7.3,6.3,3.4,51,
Escambia,"15,969,568","17,212,516","17,655,372",18157767,16,7.8,2.6,2.8,59,
Flagler,"2,983,204","3,233,211","3,668,674",3965282,37,8.4,13.5,8.1,15,
Franklin,"355,601","366,512","386,468",376936,61,3.1,5.4,-2.5,66,
Gadsden,"1,322,038","1,248,676","1,249,767",1330410,46,-5.5,0.1,6.5,22,
Gilchrist,"406,713","389,155","393,412",421677,59,-4.3,1.1,7.2,19,
Glades,"311,780","305,134","330,575",337752,64,-2.1,8.3,2.2,61,
Gulf,"423,982","450,680","476,808",492965,57,6.3,5.8,3.4,52,
Hamilton,"490,401","527,246","572,645",588042,55,7.5,8.6,2.7,60,
Hardee,"1,077,046","1,182,316","1,251,750",1156610,47,9.8,5.9,-7.6,67,
Hendry,"1,336,732","1,334,653","1,370,859",1399197,45,-0.2,2.7,2.1,63,
Hernando,"4,393,701","4,724,486","5,061,846",5319978,34,7.5,7.1,5.1,35,
Highlands,"2,444,048","2,556,355","2,689,968",2851212,39,4.6,5.2,6.0,28,
Hillsborough,"95,824,192","104,510,821","110,602,534",115772943,4,9.1,5.8,4.7,37,
Holmes,"360,038","387,025","405,581",431262,58,7.5,4.8,6.3,24,
Indian River,"6,962,272","7,804,173","7,676,277",7908751,28,12.1,-1.6,3.0,58,
Jackson,"1,327,726","1,335,206","1,351,666",1406915,44,0.6,1.2,4.1,42,
Jefferson,"249,605","268,561","272,077",305245,66,7.6,1.3,12.2,8,
Lafayette,"143,845","145,122","171,344",210912,67,0.9,18.1,23.1,1,
Lake,"10,530,820","11,473,971","11,905,415",12548919,24,9.0,3.8,5.4,31,
Lee,"33,175,327","35,989,626","38,800,253",40416750,8,8.5,7.8,4.2,40,
Leon,"14,937,496","16,060,395","16,961,167",17611188,18,7.5,5.6,3.8,46,
Levy,"999,977","1,013,905","962,609",1124365,48,1.4,-5.1,16.8,2,
Liberty,"344,171","340,455","319,886",370019,62,-1.1,-6.0,15.7,3,
Madison,"430,822","436,050","473,036",532368,56,1.2,8.5,12.5,6,
Manatee,"15,573,292","17,092,375","18,034,649",19186221,15,9.8,5.5,6.4,23,
Marion,"10,719,426","11,573,193","11,975,281",12616744,23,8.0,3.5,5.4,32,
Martin,"8,408,810","8,438,514","8,969,661",9481295,27,0.4,6.3,5.7,30,
Miami-Dade,"156,652,960","174,192,792","186,279,635",192808376,1,11.2,6.9,3.5,50,
Monroe,"4,977,763","5,597,514","5,888,332",6070417,31,12.5,5.2,3.1,56,
Nassau,"3,027,363","3,324,752","3,499,932",3797201,38,9.8,5.3,8.5,14,
Okaloosa,"12,827,458","13,876,976","14,264,941",14531174,20,8.2,2.8,1.9,64,
Okeechobee,"1,659,922","1,693,367","1,870,262",2123213,42,2.0,10.4,13.5,5,
Orange,"95,230,068","108,106,429","116,169,750",121343736,3,13.5,7.5,4.5,38,
Osceola,"11,298,673","12,491,574","13,692,710",14415205,21,10.6,9.6,5.3,33,
Palm Beach,"87,532,805","97,332,676","101,819,013",106719346,5,11.2,4.6,4.8,36,
Pasco,"14,018,601","15,617,509","16,692,110",17659216,17,11.4,6.9,5.8,29,
Pinellas,"51,271,222","55,131,568","58,281,176",60134522,7,7.5,5.7,3.2,55,
Polk,"28,191,159","30,208,901","31,484,355",32161734,10,7.2,4.2,2.2,62,
Putnam,"2,260,322","2,207,326","2,286,553",2565984,41,-2.3,3.6,12.2,7,
St. Johns,"10,651,468","11,702,066","12,599,876",13515965,22,9.9,7.7,7.3,16,
St. Lucie,"10,118,688","11,062,056","11,668,412",12048037,25,9.3,5.5,3.3,54,
Santa Rosa,"4,939,077","5,304,880","5,607,886",5826688,32,7.4,5.7,3.9,44,
Sarasota,"22,378,834","23,518,472","25,445,008",26223346,12,5.1,8.2,3.1,57,
Seminole,"23,181,555","24,826,247","25,990,623",26998021,11,7.1,4.7,3.9,45,
Sumter,"3,870,905","4,511,950","5,090,534",5621636,33,16.6,12.8,10.4,11,
Suwannee,"1,159,045","1,201,651","1,352,910",1542844,43,3.7,12.6,14.0,4,
Taylor,"714,551","670,807","702,489",739282,52,-6.1,4.7,5.2,34,
Union,"316,971","336,080","356,750",394035,60,6.0,6.2,10.5,10,
Volusia,"18,956,514","20,030,621","21,063,169",21986706,14,5.7,5.2,4.4,39,
Wakulla,"754,164","824,101","860,962",872371,50,9.3,4.5,1.3,65,
Walton,"3,516,795","4,067,259","4,412,434",4720447,36,15.7,8.5,7.0,20,
Washington,"609,174","641,156","641,732",701303,53,5.3,0.1,9.3,12,
,,,,,,,,,,
Georgia,"604,745,903","643,013,770","665,678,128",678201178,--,6.3,3.5,1.9,--,
Appling,"1,640,681","1,627,392","1,714,572",1778298,47,-0.8,5.4,3.7,35,
Atkinson,"236,701","245,137","253,162",258743,124,3.6,3.3,2.2,64,
Bacon,"351,696","344,864","378,906",391856,111,-1.9,9.9,3.4,40,
Baker,"67,127","71,223","66,456",60450,155,6.1,-6.7,-9.0,156,
Baldwin,"1,318,847","1,408,198","1,423,949",1471197,54,6.8,1.1,3.3,42,
Banks,"381,453","415,918","493,649",474502,103,9.0,18.7,-3.9,144,
Barrow,"2,356,917","2,516,662","2,754,030",2772259,34,6.8,9.4,0.7,91,
Bartow,"5,026,944","5,301,589","5,520,614",5874786,19,5.5,4.1,6.4,13,
Ben Hill,"534,114","566,402","579,265",611986,90,6.0,2.3,5.6,17,
Berrien,"391,082","397,104","429,732",451070,104,1.5,8.2,5.0,20,
Bibb,"8,119,117","8,504,530","8,609,713",8561447,12,4.7,1.2,-0.6,116,
Bleckley,"226,381","229,860","220,239",252909,125,1.5,-4.2,14.8,3,
Brantley,"262,315","274,817","294,824",297685,119,4.8,7.3,1.0,86,
Brooks,"480,469","480,077","481,755",479844,100,-0.1,0.3,-0.4,113,
Bryan,"1,060,652","1,266,001","1,337,079",1386502,56,19.4,5.6,3.7,36,
Bulloch,"2,411,794","2,568,367","2,724,506",2740304,36,6.5,6.1,0.6,92,
Burke,"3,151,465","2,988,572","2,832,333",2749854,35,-5.2,-5.2,-2.9,138,
Butts,"681,868","723,621","763,218",764005,79,6.1,5.5,0.1,103,
Calhoun,"123,167","120,930","104,790",112194,150,-1.8,-13.3,7.1,9,
Camden,"1,868,844","1,920,094","1,957,192",2035803,42,2.7,1.9,4.0,30,
Candler,"275,769","291,554","292,491",297197,120,5.7,0.3,1.6,72,
Carroll,"5,631,810","5,606,404","6,237,994",6746661,16,-0.5,11.3,8.2,5,
Catoosa,"1,540,070","1,673,690","1,777,714",1797606,46,8.7,6.2,1.1,84,
Charlton,"194,800","202,424","211,078",209963,133,3.9,4.3,-0.5,115,
Chatham,"19,060,814","20,503,954","20,961,847",21999121,5,7.6,2.2,4.9,22,
Chattahoochee,"1,657,586","1,693,831","1,639,889",1610723,50,2.2,-3.2,-1.8,126,
Chattooga,"504,683","530,766","557,371",544860,94,5.2,5.0,-2.2,132,
Cherokee,"8,276,981","8,773,557","9,106,520",9564427,11,6.0,3.8,5.0,19,
Clarke,"7,536,588","7,890,785","7,998,860",8249884,14,4.7,1.4,3.1,46,
Clay,"86,606","79,580","73,161",87006,153,-8.1,-8.1,18.9,1,
Clayton,"14,760,005","16,742,884","18,557,908",20759302,6,13.4,10.8,11.9,4,
Clinch,"235,412","211,943","222,501",220585,130,-10.0,5.0,-0.9,119,
Cobb,"55,294,855","59,948,300","62,861,804",63747621,2,8.4,4.9,1.4,77,
Coffee,"1,543,899","1,608,690","1,679,338",1701780,48,4.2,4.4,1.3,82,
Colquitt,"1,480,834","1,504,547","1,504,186",1560788,51,1.6,0.0,3.8,34,
Columbia,"4,194,324","4,379,957","4,548,640",4681187,24,4.4,3.9,2.9,49,
Cook,"364,505","401,571","405,171",403853,109,10.2,0.9,-0.3,108,
Coweta,"5,065,569","5,363,218","5,427,468",5790634,20,5.9,1.2,6.7,12,
Crawford,"126,375","152,272","156,723",156674,139,20.5,2.9,0.0,105,
Crisp,"892,438","948,098","981,518",1006841,67,6.2,3.5,2.6,57,
Dade,"406,289","432,063","467,172",484238,98,6.3,8.1,3.7,37,
Dawson,"851,403","954,924","1,014,248",1039479,63,12.2,6.2,2.5,59,
Decatur,"839,709","907,345","1,034,734",1049463,61,8.1,14.0,1.4,76,
DeKalb,"40,935,653","43,200,625","44,970,805",46351529,4,5.5,4.1,3.1,47,
Dodge,"418,639","421,017","410,637",412479,107,0.6,-2.5,0.4,96,
Dooly,"373,561","363,562","364,797",341400,113,-2.7,0.3,-6.4,150,
Dougherty,"4,465,284","4,727,757","4,824,480",4820604,23,5.9,2.0,-0.1,106,
Douglas,"4,821,583","5,231,179","5,480,167",5695324,21,8.5,4.8,3.9,32,
Early,"511,655","514,252","519,262",496004,97,0.5,1.0,-4.5,146,
Echols,"42,346","42,346","41,495",41798,156,0.0,-2.0,0.7,89,
Effingham,"2,088,491","2,148,711","2,234,147",2344775,39,2.9,4.0,5.0,21,
Elbert,"640,870","663,118","684,990",669673,84,3.5,3.3,-2.2,131,
Emanuel,"673,875","682,575","707,232",700790,82,1.3,3.6,-0.9,120,
Evans,"369,884","390,498","394,686",397455,110,5.6,1.1,0.7,90,
Fannin,"739,705","854,454","897,265",924354,73,15.5,5.0,3.0,48,
Fayette,"5,414,735","5,658,081","5,966,069",6109018,17,4.5,5.4,2.4,62,
Floyd,"3,931,938","4,160,677","4,267,096",4378964,27,5.8,2.6,2.6,56,
Forsyth,"10,384,201","11,304,285","11,645,625",11932381,9,8.9,3.0,2.5,60,
Franklin,"842,726","934,838","1,073,698",972751,68,10.9,14.9,-9.4,157,
Fulton,"180,141,284","191,816,116","197,350,374",198475810,1,6.5,2.9,0.6,93,
Gilmer,"793,667","912,178","1,015,702",1019444,66,14.9,11.3,0.4,97,
Glascock,"35,634","33,605","31,477",31419,158,-5.7,-6.3,-0.2,107,
Glynn,"3,981,317","4,288,202","4,467,922",4529947,25,7.7,4.2,1.4,80,
Gordon,"2,153,848","2,387,966","2,526,496",2463741,37,10.9,5.8,-2.5,136,
Grady,"639,688","648,951","648,502",619298,88,1.4,-0.1,-4.5,147,
Greene,"755,743","868,663","878,458",907410,75,14.9,1.1,3.3,44,
Gwinnett,"49,521,271","52,305,987","53,826,403",54664984,3,5.6,2.9,1.6,74,
Habersham,"1,421,755","1,417,446","1,496,560",1490884,53,-0.3,5.6,-0.4,111,
Hall,"11,480,934","12,125,633","13,015,442",13196711,7,5.6,7.3,1.4,79,
Hancock,"171,038","164,033","154,627",152102,141,-4.1,-5.7,-1.6,124,
Haralson,"847,372","921,655","1,025,559",1031307,64,8.8,11.3,0.6,94,
Harris,"543,885","554,465","595,774",641714,86,1.9,7.5,7.7,7,
Hart,"814,416","804,191","919,513",903030,76,-1.3,14.3,-1.8,127,
Heard,"1,257,258","1,225,979","1,365,638",1395088,55,-2.5,11.4,2.2,65,
Henry,"6,900,016","7,566,894","7,885,997",8316003,13,9.7,4.2,5.5,18,
Houston,"7,081,347","7,375,265","7,517,685",7582120,15,4.2,1.9,0.9,87,
Irwin,"209,027","221,783","216,377",214978,131,6.1,-2.4,-0.6,117,
Jackson,"3,615,363","4,011,740","4,537,637",4436998,26,11.0,13.1,-2.2,130,
Jasper,"270,399","279,130","296,496",301042,118,3.2,6.2,1.5,75,
Jeff Davis,"411,096","442,001","470,255",481741,99,7.5,6.4,2.4,61,
Jefferson,"546,567","554,172","512,929",521917,96,1.4,-7.4,1.8,69,
Jenkins,"156,912","149,164","146,056",152664,140,-4.9,-2.1,4.5,27,
Johnson,"126,048","124,584","122,236",120156,147,-1.2,-1.9,-1.7,125,
Jones,"415,848","436,254","438,457",436903,105,4.9,0.5,-0.4,109,
Lamar,"405,238","441,523","462,159",474582,102,9.0,4.7,2.7,54,
Lanier,"130,305","131,586","132,685",137073,145,1.0,0.8,3.3,43,
Laurens,"1,789,768","1,896,115","1,876,365",1967870,43,5.9,-1.0,4.9,24,
Lee,"721,526","735,195","756,169",811944,78,1.9,2.9,7.4,8,
Liberty,"3,626,066","3,917,783","3,889,437",3910016,29,8.0,-0.7,0.5,95,
Lincoln,"137,728","136,802","133,772",135859,146,-0.7,-2.2,1.6,73,
Long,"158,294","192,138","204,676",214188,132,21.4,6.5,4.6,25,
Lowndes,"5,062,170","5,283,989","5,229,638",5331454,22,4.4,-1.0,1.9,68,
Lumpkin,"836,639","944,262","968,520",970374,70,12.9,2.6,0.2,101,
McDuffie,"670,696","680,645","664,265",705983,81,1.5,-2.4,6.3,16,
McIntosh,"250,638","250,342","228,973",221120,129,-0.1,-8.5,-3.4,140,
Macon,"374,595","406,805","463,419",404368,108,8.6,13.9,-12.7,158,
Madison,"473,666","538,345","638,626",606226,91,13.7,18.6,-5.1,148,
Marion,"118,030","111,921","112,282",109737,151,-5.2,0.3,-2.3,133,
Meriwether,"581,052","611,232","631,781",649474,85,5.2,3.4,2.8,52,
Miller,"214,350","207,793","195,720",199147,135,-3.1,-5.8,1.8,70,
Mitchell,"743,733","720,102","756,658",728036,80,-3.2,5.1,-3.8,143,
Monroe,"1,200,373","1,364,023","1,397,232",1340806,59,13.6,2.4,-4.0,145,
Montgomery,"141,319","141,561","140,644",146407,142,0.2,-0.6,4.1,29,
Morgan,"905,136","1,013,036","1,082,467",1045856,62,11.9,6.9,-3.4,139,
Murray,"1,201,617","1,376,306","1,430,521",1496145,52,14.5,3.9,4.6,26,
Muscogee,"10,654,601","10,773,034","10,328,763",10668407,10,1.1,-4.1,3.3,45,
Newton,"3,081,584","3,061,090","3,106,703",3185497,32,-0.7,1.5,2.5,58,
Oconee,"1,559,022","1,651,340","1,850,094",1824213,44,5.9,12.0,-1.4,122,
Oglethorpe,"249,266","299,821","352,553",328870,115,20.3,17.6,-6.7,152,
Paulding,"3,113,990","3,361,347","3,526,509",3626648,31,7.9,4.9,2.8,50,
Peach,"875,694","923,586","946,571",968450,71,5.5,2.5,2.3,63,
Pickens,"975,482","1,060,955","1,109,169",1108981,60,8.8,4.5,0.0,104,
Pierce,"439,168","448,468","458,723",479419,101,2.1,2.3,4.5,28,
Pike,"329,298","352,887","366,209",369342,112,7.2,3.8,0.9,88,
Polk,"1,218,896","1,265,064","1,307,160",1357462,58,3.8,3.3,3.8,33,
Pulaski,"271,311","288,375","268,581",267523,123,6.3,-6.9,-0.4,112,
Putnam,"522,730","585,544","607,546",615927,89,12.0,3.8,1.4,81,
Quitman,"39,134","37,156","32,092",31965,157,-5.1,-13.6,-0.4,114,
Rabun,"542,675","607,782","604,812",605814,92,12.0,-0.5,0.2,102,
Randolph,"180,341","172,477","181,820",182321,136,-4.4,5.4,0.3,99,
Richmond,"12,104,550","12,680,818","12,965,550",13146409,8,4.8,2.2,1.4,78,
Rockdale,"4,013,229","4,343,201","4,321,646",4306313,28,8.2,-0.5,-0.4,110,
Schley,"111,345","107,649","110,901",114050,149,-3.3,3.0,2.8,51,
Screven,"301,998","328,066","307,427",301279,117,8.6,-6.3,-2.0,128,
Seminole,"306,719","295,975","279,322",297046,121,-3.5,-5.6,6.3,14,
Spalding,"1,997,238","2,169,807","2,275,602",2280849,40,8.6,4.9,0.2,100,
Stephens,"917,959","958,769","1,021,294",962013,72,4.4,6.5,-5.8,149,
Stewart,"134,187","131,791","154,310",164767,138,-1.8,17.1,6.8,11,
Sumter,"1,027,949","1,000,285","1,047,606",971974,69,-2.7,4.7,-7.2,153,
Talbot,"155,238","132,602","149,413",145609,144,-14.6,12.7,-2.5,137,
Taliaferro,"25,946","30,111","33,970",29027,159,16.0,12.8,-14.6,159,
Tattnall,"528,624","580,334","616,832",593515,93,9.8,6.3,-3.8,142,
Taylor,"210,888","211,508","206,185",222954,128,0.3,-2.5,8.1,6,
Telfair,"259,407","274,377","261,536",268469,122,5.8,-4.7,2.7,55,
Terrell,"221,177","235,197","225,921",237098,126,6.3,-3.9,4.9,23,
Thomas,"2,133,286","2,294,156","2,316,708",2355768,38,7.5,1.0,1.7,71,
Tift,"1,911,393","1,969,969","2,011,144",2053957,41,3.1,2.1,2.1,66,
Toombs,"956,151","1,010,321","990,300",1029663,65,5.7,-2.0,4.0,31,
Towns,"352,930","391,740","405,503",416649,106,11.0,3.5,2.7,53,
Treutlen,"101,950","94,687","100,329",103731,152,-7.1,6.0,3.4,41,
Troup,"3,480,568","3,712,961","3,858,589",3900318,30,6.7,3.9,1.1,85,
Turner,"193,176","194,966","199,029",206281,134,0.9,2.1,3.6,38,
Twiggs,"249,719","278,811","251,492",229967,127,11.6,-9.8,-8.6,155,
Union,"800,698","865,759","883,057",893996,77,8.1,2.0,1.2,83,
Upson,"634,094","674,523","703,238",687668,83,6.4,4.3,-2.2,129,
Walker,"1,401,642","1,559,619","1,669,118",1645262,49,11.3,7.0,-1.4,123,
Walton,"2,671,183","2,819,256","2,976,156",3039385,33,5.5,5.6,2.1,67,
Ware,"1,329,655","1,336,083","1,379,507",1383699,57,0.5,3.3,0.3,98,
Warren,"171,182","160,765","156,570",166457,137,-6.1,-2.6,6.3,15,
Washington,"621,032","630,910","683,066",637803,87,1.6,8.3,-6.6,151,
Wayne,"1,325,920","1,588,340","1,568,198",1816523,45,19.8,-1.3,15.8,2,
Webster,"62,823","65,885","62,143",66432,154,4.9,-5.7,6.9,10,
Wheeler,"102,516","119,014","111,061",114918,148,16.1,-6.7,3.5,39,
White,"815,262","908,673","956,316",920697,74,11.5,5.2,-3.7,141,
Whitfield,"5,458,151","5,792,384","6,014,421",5966879,18,6.1,3.8,-0.8,118,
Wilcox,"141,919","143,916","149,460",146004,143,1.4,3.9,-2.3,134,
Wilkes,"275,743","307,261","345,610",341281,114,11.4,12.5,-1.3,121,
Wilkinson,"552,161","597,737","578,565",529402,95,8.3,-3.2,-8.5,154,
Worth,"337,818","330,041","316,360",308979,116,-2.3,-4.1,-2.3,135,
,,,,,,,,,,
Hawaii,"79,840,117","84,408,497","86,887,810",88614343,--,5.7,2.9,2.0,--,
Hawaii,"7,533,269","8,375,309","8,599,370",8774703,3,11.2,2.7,2.0,2,
Honolulu,"60,087,478","62,794,296","64,456,896",65999825,1,4.5,2.6,2.4,1,
Kauai,"3,641,562","3,781,422","4,049,394",4122688,4,3.8,7.1,1.8,3,
Maui + Kalawao,"8,577,089","9,452,570","9,774,550",9714929,2,10.2,3.4,-0.6,4,
,,,,,,,,,,
Idaho,"82,717,394","88,969,560","92,903,678",95897911,--,7.6,4.4,3.2,--,
Ada,"29,310,868","31,731,309","34,051,865",35113870,1,8.3,7.3,3.1,22,
Adams,"120,316","137,368","134,378",138816,42,14.2,-2.2,3.3,20,
Bannock,"2,903,589","3,035,507","3,172,126",3223311,6,4.5,4.5,1.6,30,
Bear Lake,"183,712","182,546","199,549",207235,37,-0.6,9.3,3.9,15,
Benewah,"347,100","358,280","368,805",377449,33,3.2,2.9,2.3,28,
Bingham,"1,432,445","1,486,099","1,651,718",1633289,10,3.7,11.1,-1.1,36,
Blaine,"1,544,087","1,811,746","1,841,070",1891730,8,17.3,1.6,2.8,25,
Boise,"164,322","185,243","178,082",177455,39,12.7,-3.9,-0.4,35,
Bonner,"1,630,158","1,764,080","1,822,673",1889687,9,8.2,3.3,3.7,17,
Bonneville,"6,885,868","7,048,398","6,697,676",6993646,4,2.4,-5.0,4.4,13,
Boundary,"358,532","394,299","412,580",425087,32,10.0,4.6,3.0,23,
Butte,"1,278,922","1,312,895","1,398,732",1505828,14,2.7,6.5,7.7,9,
Camas,"71,662","78,171","84,209",83058,43,9.1,7.7,-1.4,38,
Canyon,"6,724,745","7,580,057","8,282,096",8412247,2,12.7,9.3,1.6,31,
Caribou,"678,949","706,987","675,488",764245,21,4.1,-4.5,13.1,3,
Cassia,"1,467,610","1,483,556","1,534,806",1624533,12,1.1,3.5,5.8,10,
Clark,"43,007","34,672","46,569",39081,44,-19.4,34.3,-16.1,44,
Clearwater,"346,306","363,198","391,028",376711,34,4.9,7.7,-3.7,41,
Custer,"167,894","177,585","172,321",190361,38,5.8,-3.0,10.5,5,
Elmore,"1,251,147","1,289,024","1,300,100",1402089,15,3.0,0.9,7.8,8,
Franklin,"403,517","420,921","447,240",470685,27,4.3,6.3,5.2,11,
Fremont (includes Yellowstone National Park),"389,529","381,325","426,427",436888,30,-2.1,11.8,2.5,27,
Gem,"417,248","473,201","468,102",484206,26,13.4,-1.1,3.4,19,
Gooding,"1,233,661","1,212,071","1,145,681",1161920,17,-1.8,-5.5,1.4,32,
Idaho,"456,534","514,580","474,052",467030,28,12.7,-7.9,-1.5,39,
Jefferson,"867,032","900,406","1,025,548",968754,18,3.8,13.9,-5.5,43,
Jerome,"1,258,233","1,286,149","1,286,709",1333618,16,2.2,0.0,3.6,18,
Kootenai,"6,875,753","7,792,848","7,949,586",8343499,3,13.3,2.0,5.0,12,
Latah,"1,379,864","1,525,962","1,583,419",1626765,11,10.6,3.8,2.7,26,
Lemhi,"251,023","276,130","278,864",301863,35,10.0,1.0,8.2,6,
Lewis,"153,364","176,275","169,118",166964,40,14.9,-4.1,-1.3,37,
Lincoln,"254,959","262,998","257,604",259109,36,3.2,-2.1,0.6,34,
Madison,"1,324,875","1,416,647","1,517,512",1550948,13,6.9,7.1,2.2,29,
Minidoka,"879,432","836,673","961,437",929267,19,-4.9,14.9,-3.3,40,
Nez Perce,"2,140,236","2,291,802","2,274,266",2293576,7,7.1,-0.8,0.8,33,
Oneida,"132,369","144,700","136,713",158549,41,9.3,-5.5,16.0,1,
Owyhee,"395,757","409,993","412,197",445220,29,3.6,0.5,8.0,7,
Payette,"806,376","876,149","866,239",891106,20,8.7,-1.1,2.9,24,
Power,"444,662","380,051","455,320",433698,31,-14.5,19.8,-4.7,42,
Shoshone,"549,395","660,119","597,206",690255,22,20.2,-9.5,15.6,2,
Teton,"373,968","433,632","472,076",491722,25,16.0,8.9,4.2,14,
Twin Falls,"3,857,546","4,127,354","4,327,151",4492281,5,7.0,4.8,3.8,16,
Valley,"513,652","587,456","573,892",592687,23,14.4,-2.3,3.3,21,
Washington,"445,133","421,191","452,751",504932,24,-5.4,7.5,11.5,4,
,,,,,,,,,,
Illinois,"810,200,898","855,888,089","876,536,000",885651322,--,5.6,2.4,1.0,--,
Adams,"3,262,255","3,581,502","3,565,528",3564837,22,9.8,-0.4,0.0,52,
Alexander,"149,739","138,099","131,842",134411,99,-7.8,-4.5,1.9,19,
Bond,"551,771","588,303","599,683",598697,66,6.6,1.9,-0.2,54,
Boone,"1,697,172","1,687,037","1,720,514",1677996,34,-0.6,2.0,-2.5,87,
Brown,"480,630","456,353","433,133",432196,82,-5.1,-5.1,-0.2,56,
Bureau,"1,179,257","1,263,175","1,243,816",1210687,43,7.1,-1.5,-2.7,88,
Calhoun,"91,661","96,120","96,154",92688,101,4.9,0.0,-3.6,95,
Carroll,"536,548","580,881","587,681",564549,70,8.3,1.2,-3.9,98,
Cass,"635,672","661,179","685,035",694219,64,4.0,3.6,1.3,28,
Champaign,"10,924,667","11,336,290","11,675,793",12077598,10,3.8,3.0,3.4,10,
Christian,"1,345,763","1,506,026","1,533,603",1464861,39,11.9,1.8,-4.5,100,
Clark,"478,219","516,474","527,592",520657,74,8.0,2.2,-1.3,77,
Clay,"544,608","589,203","597,794",594368,68,8.2,1.5,-0.6,65,
Clinton,"1,068,991","1,093,687","1,132,645",1150093,45,2.3,3.6,1.5,22,
Coles,"2,372,046","2,655,816","2,589,058",2644677,26,12.0,-2.5,2.1,18,
Cook,"385,762,799","407,808,153","421,205,012",427566643,1,5.7,3.3,1.5,23,
Crawford,"950,261","1,034,744","1,011,160",1083100,49,8.9,-2.3,7.1,3,
Cumberland,"915,810","817,528","790,112",987505,54,-10.7,-3.4,25.0,1,
DeKalb,"4,160,157","4,342,386","4,218,911",4177414,20,4.4,-2.8,-1.0,74,
De Witt,"1,188,009","1,121,715","1,242,634",1253741,41,-5.6,10.8,0.9,34,
Douglas,"975,107","1,050,903","1,158,981",1121123,47,7.8,10.3,-3.3,93,
DuPage,"92,525,418","97,299,244","99,442,496",100921668,2,5.2,2.2,1.5,25,
Edgar,"774,217","869,451","889,811",848907,58,12.3,2.3,-4.6,101,
Edwards,"277,248","273,442","284,803",279408,90,-1.4,4.2,-1.9,82,
